"","Name","Fell_or_Found","Year","Mass","longitude","latitude","Land_Cover","Chondrite","Type","Level_3","Level_4","Group","recclass"
"8579","Jiddat al Harasis 612","Found",2009,179.7,55.34313,19.0097,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8580","Jiddat al Harasis 613","Found",2009,241,55.33403,19.0092,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"8581","Jiddat al Harasis 614","Found",2009,3532.9,55.31255,19.01055,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"8582","Jiddat al Harasis 615","Found",2009,111.3,55.43118,19.15512,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8583","Jiddat al Harasis 616","Found",2009,360.5,55.4217,19.17135,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8584","Jiddat al Harasis 617","Found",2009,128.4,55.41717,19.19395,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8585","Jiddat al Harasis 618","Found",2009,42.9,55.37023,19.23997,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8586","Jiddat al Harasis 619","Found",2009,14.5,55.3659,19.32625,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"8587","Jiddat al Harasis 620","Found",2009,244.6,55.36915,19.37127,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8588","Jiddat al Harasis 621","Found",2009,43.4,55.3774,19.38518,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8589","Jiddat al Harasis 622","Found",2009,76.5,55.36857,19.42165,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8590","Jiddat al Harasis 623","Found",2009,22.1,55.36403,19.43098,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8591","Jiddat al Harasis 624","Found",2009,34.2,55.36335,19.43198,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8592","Ramlat as Sahmah 309","Found",2009,1435.43,55.43587,20.7658,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Brachinite","Brachinite"
"8593","Ramlat as Sahmah 310","Found",2009,1223.2,55.44327,20.78308,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3-6"
"8594","Ramlat as Sahmah 311","Found",2009,20.3,55.44787,20.78388,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4-6"
"8595","Ramlat as Sahmah 312","Found",2009,472.7,55.47148,20.7982,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8596","Ramlat as Sahmah 313","Found",2009,111.3,55.47203,20.79892,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8597","Ramlat as Sahmah 314","Found",2009,219,55.47315,20.8016,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8598","Ramlat as Sahmah 315","Found",2009,2.9,55.4736,20.80178,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8599","Ramlat as Sahmah 316","Found",2009,2706,55.50613,20.89485,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8600","Ramlat as Sahmah 317","Found",2009,237.2,55.49375,20.89328,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8601","Ramlat as Sahmah 318","Found",2009,1172.4,55.4936,20.89335,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8602","Ramlat as Sahmah 319","Found",2009,948.4,55.43452,20.88187,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8603","Ramlat as Sahmah 320","Found",2009,1002.3,55.42773,20.8728,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8604","Ramlat as Sahmah 321","Found",2009,171.9,55.42098,20.88473,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8605","Ramlat as Sahmah 322","Found",2009,264.4,55.41193,20.91903,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"8606","Ramlat as Sahmah 323","Found",2009,161.8,55.4247,20.79907,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3-6"
"8607","Ramlat as Sahmah 324","Found",2009,63.2,56.2943,20.11858,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8608","Ramlat as Sahmah 325","Found",2009,850.8,56.49015,20.26043,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8609","Sayh al Uhaymir 516","Found",2009,115.5,56.54885,20.35648,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8610","Sayh al Uhaymir 517","Found",2009,1.7,56.55142,20.35638,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8611","Sayh al Uhaymir 518","Found",2009,390.3,56.51082,20.37153,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8612","Sayh al Uhaymir 519","Found",2009,403.2,56.51017,20.37165,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8613","Ramlat as Sahmah 326","Found",2009,65.4,56.47532,20.40627,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8614","Ramlat as Sahmah 327","Found",2009,199,56.47823,20.41363,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8615","Ramlat as Sahmah 328","Found",2009,1732.7,56.49987,20.42085,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8616","Sayh al Uhaymir 520","Found",2009,30.2,56.50033,20.42087,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8617","Sayh al Uhaymir 521","Found",2009,350.1,56.64205,20.40432,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8618","Sayh al Uhaymir 522","Found",2009,977.8,56.65228,20.40702,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8619","Sayh al Uhaymir 523","Found",2009,265.2,56.6655,20.41533,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8620","Sayh al Uhaymir 524","Found",2009,1485.7,57.2311,21.03712,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8621","Dhofar 1577","Found",2008,530,54.63597,19.2872,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8622","Dhofar 1578","Found",2009,231.1,54.03053,19.55387,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8623","En Naffatiyah","Found",2007,87.2,10.83445,33.21888,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8624","Chocolate Mountains","Found",2004,699,-114.86667,33.01222,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"8625","Tungsten Mountain 541","Found",2007,5.7,-117.62422,39.6884,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3.8"
"8626","Gebel Kamil","Found",2009,1600000,26.08778,22.01833,"Temperate Decidious Forest","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"8627","Tieret 001","Found",2009,602,10.21017,30.74819,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8628","Tieret 002","Found",2009,23.5,10.24557,30.79576,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8629","Tieret 003","Found",2009,17.1,10.2503,30.8193,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8630","Tieret 004","Found",2009,10.6,10.04587,30.96791,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8631","Tieret 005","Found",2009,18.3,10.04677,30.96759,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8632","Tieret 006","Found",2009,20.7,10.05499,30.97153,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8633","Tieret 007","Found",2009,11,10.09026,30.97562,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8634","Dhofar 1579","Found",2009,314.3,54.89278,19.29528,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8635","Jiddat al Harasis 625","Found",2009,62.8,56.46136,19.98133,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8636","Shişr 167","Found",2009,17.65,53.38767,18.32333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8637","Ramlat as Sahmah 329","Found",2009,80.45,56.36586,20.00125,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"8638","Jiddat al Harasis 626","Found",2010,466,55.95917,19.78483,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-pmict"
"8639","Mifflin","Fell",2010,3584,-90.36556,42.9075,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8640","Porto Alegre","Found",2005,200000,-51.23,-30.03306,"Temperate Decidious Forest","Achondrite","Iron","Magmatic","Siderite","Iron IIIE","Iron, IIIE"
"8641","Lavras do Sul","Found",1985,1000,-53.9,-30.8,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L5"
"8642","Campinorte","Found",1992,2000000,-49.15917,-14.258,"Temperate Decidious Forest","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"8643","New Deal","Found",2010,266,-101.8389,33.721,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8644","Harper Dry Lake 029","Found",2008,11.56,-117.26658,35.04568,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8645","San Juan 033","Found",2009,357,-69.868833,-25.440833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8646","San Juan 034","Found",2009,814,-69.868167,-25.440333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8647","San Juan 035","Found",2009,10.3,-69.879833,-25.439667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8648","San Juan 036","Found",2009,27.6,-69.880167,-25.4405,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8649","San Juan 037","Found",2009,11.4,-69.880333,-25.439833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8650","San Juan 038","Found",2009,460,-69.881667,-25.441833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8651","San Juan 039","Found",2009,38.5,-69.8975,-25.371,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8652","San Juan 043","Found",2009,26.4,-69.8825,-25.443167,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8653","San Juan 044","Found",2009,120,-69.884,-25.443667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8654","San Juan 046","Found",2009,57.4,-69.864667,-25.442333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8655","San Juan 047","Found",2009,14.1,-69.863667,-25.443,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8656","San Juan 048","Found",2009,10.6,-69.8835,-25.447333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8657","San Juan 049","Found",2009,41.8,-69.886333,-25.439333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8658","San Juan 050","Found",2009,29.4,-69.8865,-25.439667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8659","San Juan 051","Found",2009,117,-69.8865,-25.438667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8660","Dhofar 1515","Found",2008,1450,54.61717,18.52533,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8661","Dhofar 1516","Found",2008,1134,54.59533,18.40867,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8662","Dhofar 1517","Found",2008,1064,54.41283,18.92633,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8663","Dhofar 1518","Found",2008,450,54.3845,18.732,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8664","Dhofar 1520","Found",2008,1490,54.53967,18.6845,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8665","Dhofar 1521","Found",2008,1940,54.54717,18.40167,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8666","Dhofar 1522","Found",2008,625,54.68167,18.67133,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8667","Sayh al Uhaymir 484","Found",2008,908,57.14967,20.78617,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8668","Dhofar 1524","Found",2008,4652,54.60783,18.51133,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8669","Dhofar 1525","Found",2008,6476,54.39633,18.77633,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8670","Dhofar 1530","Found",2006,2118,54.31533,18.21917,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8671","Dhofar 1531","Found",2006,2100,54.31533,18.21917,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8672","Dhofar 1532","Found",2006,487,54.50217,19.0095,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8673","Dhofar 1533","Found",2006,341,54.532,18.35117,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8674","Dhofar 1534","Found",2006,3045,54.58917,18.18467,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8675","Dhofar 1536","Found",2006,176,54.92133,19.2195,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8676","Dhofar 1537","Found",2006,48,54.642,18.52867,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8677","Dhofar 1539","Found",2006,1614,54.425,18.26667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8678","Dhofar 1545","Found",2008,1013,54.59033,18.5745,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8679","Dhofar 1551","Found",2008,451,54.3475,18.63333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8680","Sayh al Uhaymir 495","Found",2008,92,57.11117,20.7025,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8681","Sayh al Uhaymir 496","Found",2009,732,57.4045,20.52783,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8682","Dhofar 1555","Found",2009,605,54.52833,18.64717,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8683","Fuhe","Fell",1945,23000,113.56694,31.47556,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L5"
"8684","Nicolás Levalle","Found",1956,60000,-62.87889,-38.85028,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L5"
"8685","Galleta Flat","Found",2009,392,-110.37503,32.00415,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8686","Dhofar 1535","Found",2006,2008,54.1055,18.515,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8687","Dhofar 1542","Found",2008,500,54.28133,18.17417,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8688","Dhofar 1543","Found",2008,1734,54.31783,18.222,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8689","Dhofar 1544","Found",2008,2808,54.56533,18.36367,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8690","Dhofar 1546","Found",2008,119,54.64,18.5345,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8691","Dhofar 1547","Found",2008,380,54.28,18.585,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8692","Dhofar 1548","Found",2008,4070,54.1755,18.647,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8693","Dhofar 1550","Found",2008,624,54.543,18.59083,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8694","Sayh al Uhaymir 494","Found",2008,149,56.80917,20.19867,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8695","Dhofar 1553","Found",2009,1006,54.3845,18.85033,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8696","Dhofar 1554","Found",2009,3954,54.15083,18.66667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8697","Dhofar 1556","Found",2009,1722,54.57717,18.72883,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8698","Sayh al Uhaymir 497","Found",2009,415,56.60467,20.21167,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8699","Dhofar 1557","Found",2009,432,54.658,18.4605,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8700","Sayh al Uhaymir 498","Found",2009,4053,57.335,20.532,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8701","Sayh al Uhaymir 499","Found",2009,15900,57.26967,20.76467,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8702","Sayh al Uhaymir 500","Found",2009,1269,56.56283,20.12617,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8703","Sayh al Uhaymir 501","Found",2009,954,57.26867,20.78533,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"8704","Dhofar 1567","Found",2009,341,54.18967,18.96217,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8705","Dhofar 1568","Found",2009,1460,54.68383,18.88333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8706","Dhofar 1569","Found",2005,345,54.43083,18.64867,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8707","Dhofar 1570","Found",2006,948,54.41217,18.68783,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8708","Lucerne Valley 089","Found",2007,2.6,-116.98128,34.48972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8709","Lucerne Valley 090","Found",2007,30.7,-116.97797,34.48823,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8710","Lucerne Valley 091","Found",2007,12.7,-116.9788,34.48075,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8711","Lucerne Valley 092","Found",2007,0.6,-116.95325,34.48148,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8712","Lucerne Valley 093","Found",2007,3.93,-116.9788,34.4887,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8713","Lucerne Valley 120","Found",2010,43.1,-116.9501,34.48388,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8714","Lucerne Valley 094","Found",2008,3.5,-116.96147,34.48712,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CK","CK5"
"8715","Lucerne Valley 095","Found",2008,1.1,-116.9592,34.48657,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CK","CK5"
"8716","Lucerne Valley 096","Found",2008,7.3,-116.9564,34.48662,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8717","Lucerne Valley 097","Found",2008,6.5,-116.95673,34.48565,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CK","CK4"
"8718","Lucerne Valley 098","Found",2008,1.5,-116.95595,34.48703,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CK","CK4"
"8719","Lucerne Valley 099","Found",2008,3.2,-116.96055,34.48733,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CK","CK5"
"8720","Lucerne Valley 100","Found",2008,0.8,-116.96065,34.48738,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CK","CK5"
"8721","Lucerne Valley 101","Found",2008,4,-116.95593,34.48598,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CK","CK4"
"8722","Dhofar 1580","Found",2004,1503,54.42683,18.56783,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"8723","Dhofar 1581","Found",2004,488,54.35033,18.48683,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8724","Dhofar 1582","Found",2004,276,54.53817,19.3695,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8725","Dhofar 1583","Found",2004,510,54.33017,18.49767,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8726","Dhofar 1584","Found",2004,194,54.428,18.42083,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8727","Dhofar 1585","Found",2004,256,54.42017,18.78383,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8728","Dhofar 1586","Found",2004,78,54.56867,19.17017,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8729","Dhofar 1587","Found",2004,36,54.54567,19.05767,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8730","Dhofar 1588","Found",2004,1224,54.27933,18.99317,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8731","Dhofar 1589","Found",2004,360,54.42917,18.67267,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8732","Dhofar 1590","Found",2004,996,54.28117,18.95167,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8733","Dhofar 1591","Found",2005,556,54.387,18.76433,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8734","Dhofar 1592","Found",2004,274,54.35383,18.918,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8735","Dhofar 1593","Found",2004,1254,54.3195,18.93583,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8736","Dhofar 1594","Found",2004,176,54.43417,18.9895,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6-melt breccia"
"8737","Dhofar 1595","Found",2004,130,54.53717,19.323,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8738","Dhofar 1596","Found",2004,110,54.1995,18.32117,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5-melt breccia"
"8739","Dhofar 1597","Found",2004,4558,54.3685,18.96133,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8740","Shişr 168","Found",2004,12688,53.95117,18.60667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8741","Shişr 169","Found",2004,1304,53.96833,18.60417,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8742","Sayh al Uhaymir 525","Found",2006,212,56.72033,20.9645,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"8743","Dhofar 1598","Found",2004,766,54.49467,18.55933,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8744","Ramlat as Sahmah 330","Found",2004,1130,56.33317,20.07917,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8745","Ramlat as Sahmah 331","Found",2004,360,56.3575,20.0915,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8746","Dhofar 1599","Found",2004,240,54.39867,18.88133,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8747","Dhofar 1601","Found",2003,1166,54.631,19.185,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8748","Dhofar 1611","Found",2003,1124,54.65267,19.13333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8749","Dhofar 1612","Found",2010,124,54.13333,18.58333,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CV","CV3"
"8750","Yelland Dry Lake","Found",2007,76000,-114.40783,39.35067,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8751","Shahdad","Found",2005,1074,57.78417,30.55383,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8752","San Juan 040","Found",2009,34.5,-69.884,-25.44,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3-5"
"8753","San Juan 041","Found",2009,88.1,-69.884,-25.4395,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","-","H,L, or LL","H/L6"
"8754","San Juan 042","Found",2009,13.9,-69.881,-25.444833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"8755","San Juan 045","Found",2009,9.9,-69.866667,-25.4435,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"8756","San Juan 052","Found",2009,49,-69.885833,-25.4395,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3"
"8757","Biduna Blowhole 001","Found",2009,103.4,131.31667,-31.01667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"8758","Ifould Lake 001","Found",2008,40.9,132.08333,-30.85,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8759","Watson 004","Found",2008,1.3,131.55,-30.48333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8760","Watson 005","Found",2009,1.6,131.7,-30.5,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8761","Watson 006","Found",2009,53,131.7,-30.5,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8762","Watson 008","Found",2009,1.5,131.68333,-30.5,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8763","Watson 009","Found",2009,1,131.68333,-30.5,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8764","Watson 010","Found",2009,19.3,131.71667,-30.5,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8765","Watson 011","Found",2009,4.1,131.5,-30.51667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"8766","Stump Spring 083","Found",2010,13700,-115.85828,35.98728,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"8767","Hyattville","Found",2008,8911,-107.67405,44.33823,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"8768","Jiddat al Harasis 628","Found",2009,16000,55.76756,19.83956,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"8769","Dhofar 1613","Found",2009,8.6,54.47425,18.69542,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8770","Dhofar 1614","Found",2009,12.5,54.53281,18.72858,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"8771","Shişr 170","Found",2009,173.2,53.59686,18.36442,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"8772","Shişr 171","Found",2009,74.6,53.90467,18.63578,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4"
"8773","Dhofar 1615","Found",2009,129.8,54.86961,19.35514,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
