"","id","recclass","mass","fell_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"4558",12465,"L4",7000,"Fell",1925,47.75,16.23333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4559",12466,"H5",14250,"Fell",1987,33.13333,115.16667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4567",12740,"L6",1060,"Fell",1830,51.9,-1.11667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4569",12743,"L6",800,"Fell",1938,52.45,51.56667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4572",12748,"H5",3000,"Fell",1845,47.16667,0.43333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4573",12749,"Howardite",780,"Fell",1845,48.53333,-0.86667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"4579",12755,"L6",51500,"Fell",1943,35.88333,-99.33333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4580",12756,"L6",460,"Fell",1912,-25.66667,28.36667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4582",12759,"L6",271.4,"Fell",1999,52.66667,-6.96667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4583",12760,"H5",877,"Fell",1907,34.58333,-87.5,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4588",12765,"L6",700,"Fell",1900,52.26667,32.85,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"4591",12769,"L6",125,"Fell",1857,48.35,3.25,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4601",12772,"L6",2000,"Fell",1896,50.36667,4.73333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4605",14646,"H6",4000,"Fell",1973,-26.15,26.18333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4609",14650,"H5",6862,"Fell",1930,56.65,15.86667,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"4611",14652,"H5",50000,"Fell",1813,52.56667,-8.78333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4613",14655,"L6",1862,"Fell",1854,52.75,12.9,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4617",14659,"L5",498,"Fell",1978,31.63333,118.98333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4619",14661,"L6",12800,"Fell",1808,50.2,14.85,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4622",14664,"L5",491,"Fell",1839,37.91667,-92.08333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4628",14670,"H4",5213,"Fell",1820,56,26.43333,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"4631",14675,"Lodranite",1000,"Fell",1868,29.53333,71.8,"Loderanite","Achondrite","Stony","Primitive",NA,"1",0.297273742080897
"4633",14678,"Howardite",40000,"Fell",1994,26.96556,72.62667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708
"4651",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",71.3451083182367
"4654",14711,"H5",17000,"Fell",1970,36.00833,-95.15,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4659",14716,"L6",1300,"Fell",1977,38.25,-85.75,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4660",14718,"Mesosiderite-A3",59000,"Fell",1935,52,19.91667,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"1",0.297273742080897
"4662",14721,"L5",9241,"Fell",1926,24.95,75.15,"L","Chondrite","Stony","Ordinary","L","15",0.406210536590808
"4664",14724,"L6",3500,"Fell",1768,47.85,0.48333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4693",14753,"L6",340,"Fell",1869,32.03333,-84.76667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4694",14754,"H6",2520,"Fell",1980,24.8,103.3,"H","Chondrite","Stony","Ordinary","H","12",0.49799067553469
"4695",14755,"L6",11000,"Fell",1889,56.21667,13.03333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4696",14756,"Howardite",885,"Fell",1813,61.2,27.7,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","10",0.461815233876118
"4697",14757,"H3-5",14000,"Fell",1753,46.21667,5,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4699",14759,"Unknown",367,"Fell",1951,-7.21667,29.43333,"Unknown",NA,NA,NA,NA,"2",0.463225690897741
"4704",14764,"L5",540,"Fell",1937,19,97,"L","Chondrite","Stony","Ordinary","L","16",1.82339952891488
"4705",15370,"H5",1500,"Fell",1836,-5.2,-36.66667,"H","Chondrite","Stony","Ordinary","H","15",0.406210536590808
"4706",15371,"L6",93200,"Fell",1981,-15.21222,35.24222,"L","Chondrite","Stony","Ordinary","L","16",1.82339952891488
"4707",15372,"Eucrite-pmict",1995,"Fell",1936,-28.83333,31.95,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"4709",15379,"L",1000,"Fell",1950,25.91667,86.36667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4710",15380,"L6",400,"Fell",1935,-7.75,111.53333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4712",15382,"L6",400,"Fell",1896,40.41667,-3.71667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4713",15383,"L3-4",600,"Fell",1941,-26.16667,-49.93333,"L","Chondrite","Stony","Ordinary","L","12",0.49799067553469
"4715",15386,"Iron, IAB-sHL",5000,"Fell",1899,37.86667,27.51667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.297273742080897
"4716",15387,"H3-5",666.6,"Fell",1990,-19.48333,31.65,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4721",15393,"OC",150,"Fell",1933,32.21667,-104,"Chondrite","Chondrite","Stony",NA,NA,"2",0.463225690897741
"4722",15394,"L5",2000,"Fell",1970,9.5,31.75,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4723",15395,"H",470,"Fell",1930,-3.13333,33.51667,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488
"4725",15397,"H5",367,"Fell",1931,-28.93333,-63.23333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4727",15400,"Eucrite-pmict",807,"Fell",1933,-29.45,26.76667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.463225690897741
"4728",15401,"L6",1000,"Fell",1927,45.21667,62.08333,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233
"4729",15402,"LL6",1700,"Fell",1863,23.05,86.7,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"4730",15403,"Diogenite",50,"Fell",1843,20.96667,76.1,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"4732",15405,"LL6",22300,"Fell",1934,-17.65,31.6,"LL","Chondrite","Stony","Ordinary","LL","15",0.406210536590808
"4736",15409,"LL3.4",3555,"Fell",1951,45.81667,44.63333,"LL","Chondrite","Stony","Ordinary","LL","13",0.428663281861922
"4740",15414,"H5",4500,"Fell",1948,34.23333,72.08333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4744",15419,"Iron",340,"Fell",1898,42.71667,-99.38333,"Iron","Achondrite","Iron",NA,NA,"11",0.00485781484723708
"4746",15421,"H6",3200,"Fell",1941,4.66667,29.25,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488
"4747",15422,"H4",2500,"Fell",1971,-22.25,-49.93333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4749",15424,"L6",28400,"Fell",1847,41.9,-91.6,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"4751",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",71.3451083182367
"4754",15429,"L5",3000,"Fell",1848,44.5,0.15,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4755",15430,"L6",6000,"Fell",2002,-14.2,48.1,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4760",15436,"L6",1443,"Fell",1983,35.8,-84.1,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4761",15438,"L6",1000,"Fell",1836,45.36667,1.86667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4765",15443,"Howardite",1600,"Fell",1803,48.13333,12.61667,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","10",0.461815233876118
