,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group_name,Chondrite/Achondrite,type,L3,L4
8885,Okniny,18002,Valid,LL6,12000.0,Fell,1834,50.83333,25.5,"(50.83333, 25.5)",LL,Chondrite,Stony,Ordinary,LL
4911,Oktibbeha County,18003,Valid,"Iron, IAB-ung",156.0,Found,1854,33.5,-89.0,"(33.5, -89.0)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
3706,Old Dominion Mine,18004,Valid,H4,42.0,Found,2000,34.85958,-116.22113,"(34.85958, -116.22113)",H,Chondrite,Stony,Ordinary,H
4781,Old Homestead 001,18005,Valid,Howardite,783.0,Found,1991,-31.16667,127.75,"(-31.16667, 127.75)",Howardite,Achondrite,Stony,Asteroidal,H-E-D Vesta
8109,Old Homestead 002,18006,Valid,L5/6,76.9,Found,1977,-31.35,127.51667,"(-31.35, 127.51667)",L,Chondrite,Stony,Ordinary,L
5040,Old Woman,18007,Valid,"Iron, IIAB",2753000.0,Found,1976,34.46667,-115.23333,"(34.46667, -115.23333)",Iron IIAB,Achondrite,Iron,Magmatic,Siderite
5879,Oldenburg (1930),18009,Valid,L6,16570.0,Fell,1930,52.95,8.16667,"(52.95, 8.16667)",L,Chondrite,Stony,Ordinary,L
3707,Oldfield River,18010,Valid,H5,150.0,Found,1972,-33.0,121.0,"(-33.0, 121.0)",H,Chondrite,Stony,Ordinary,H
9676,Oliva-Gandia,18012,Valid,Stone-uncl,367.0,Fell,1519,39.0,-0.03333,"(39.0, -0.03333)",Stony,-,Stony,-,-
8886,Olivenza,18013,Valid,LL5,150000.0,Fell,1924,38.71667,-7.06667,"(38.71667, -7.06667)",LL,Chondrite,Stony,Ordinary,LL
8110,Oliver,18014,Valid,L6,6690.0,Found,1984,41.2,-103.68333,"(41.2, -103.68333)",L,Chondrite,Stony,Ordinary,L
796,Olmedilla de Alarcón,18015,Valid,H5,40000.0,Fell,1929,39.56667,-2.1,"(39.56667, -2.1)",H,Chondrite,Stony,Ordinary,H
3709,Olton,18016,Valid,H3.5,953.0,Found,1948,34.16722,-102.13361,"(34.16722, -102.13361)",H,Chondrite,Stony,Ordinary,H
3710,O'Malley 001,18017,Valid,H6,1403.0,Found,1991,-30.75,131.16667,"(-30.75, 131.16667)",H,Chondrite,Stony,Ordinary,H
9555,Omolon,18019,Valid,"Pallasite, PMG",250000.0,Fell,1981,64.02,161.80833,"(64.02, 161.80833)",Main Group,Achondrite,Stony-Iron,Pallasite,-
5501,Onello,18020,Valid,"Iron, ungrouped",164.0,Found,1997,63.16667,137.66667,"(63.16667, 137.66667)",Iron,Achondrite,Iron,-,-
5502,Opava,18021,Valid,Iron,14300.0,Found,1925,49.96667,17.9,"(49.96667, 17.9)",Iron,Achondrite,Iron,-,-
3720,Ophara,18022,Valid,H4,85.4,Found,1983,-32.12333,141.07972,"(-32.12333, 141.07972)",H,Chondrite,Stony,Ordinary,H
5288,Orange River (iron),18023,Valid,"Iron, IIIAB",148800.0,Found,1855,-30.0,25.0,"(-30.0, 25.0)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
146,Orgueil,18026,Valid,CI1,14000.0,Fell,1864,43.88333,1.38333,"(43.88333, 1.38333)",CI,Chondrite,Stony,Carbonaceous,CI
3721,Orimattila,18028,Valid,H4,1872.0,Found,1974,60.58333,25.58333,"(60.58333, 25.58333)",H,Chondrite,Stony,Ordinary,H
3722,Orlovka,18029,Valid,H5,40500.0,Found,1928,56.0,76.75,"(56.0, 76.75)",H,Chondrite,Stony,Ordinary,H
225,Ornans,18030,Valid,CO3.4,6000.0,Fell,1868,47.11667,6.15,"(47.11667, 6.15)",CO,Chondrite,Stony,Carbonaceous,CM-CO
3723,Oro Grande,18031,Valid,H5,513.0,Found,1971,32.37167,-106.25833,"(32.37167, -106.25833)",H,Chondrite,Stony,Ordinary,H
5289,Oroville,18032,Valid,"Iron, IIIAB",24500.0,Found,1893,39.68333,-121.63333,"(39.68333, -121.63333)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
9677,Ortenau,18033,Valid,Stone-uncl,4500.0,Fell,1671,48.5,8.0,"(48.5, 8.0)",Stony,-,Stony,-,-
797,Orvinio,18034,Valid,H6,3400.0,Fell,1872,42.13333,12.93333,"(42.13333, 12.93333)",H,Chondrite,Stony,Ordinary,H
4912,Oscuro Mountains,18035,Valid,"Iron, IAB-MG",3600.0,Found,1895,33.63333,-106.38333,"(33.63333, -106.38333)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
3724,Oshkosh,18036,Valid,H,144.8,Found,1961,44.07694,-88.56278,"(44.07694, -88.56278)",H,Chondrite,Stony,Ordinary,H
4913,Osseo,18037,Valid,"Iron, IAB complex",46300.0,Found,1931,47.63333,-80.08333,"(47.63333, -80.08333)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
5587,Otchinjau,18041,Valid,"Iron, IVA",30000.0,Found,1919,-16.5,14.0,"(-16.5, 14.0)",Iron IVA,Achondrite,Iron,Magmatic,Siderite
5880,Oterøy,18042,Valid,L6,246.0,Fell,1928,58.88333,9.4,"(58.88333, 9.4)",L,Chondrite,Stony,Ordinary,L
9580,Otinapa,18043,Valid,"Pallasite, PMG",8400.0,Found,1986,24.18333,-105.03333,"(24.18333, -105.03333)",Main Group,Achondrite,Stony-Iron,Pallasite,-
8121,Otis,18044,Valid,L6,2600.0,Found,1940,38.53333,-99.05,"(38.53333, -99.05)",L,Chondrite,Stony,Ordinary,L
798,Otomi,18045,Valid,H,6510.0,Fell,1867,38.4,140.35,"(38.4, 140.35)",H,Chondrite,Stony,Ordinary,H
8887,Ottawa,18046,Valid,LL6,840.0,Fell,1896,38.6,-95.21667,"(38.6, -95.21667)",LL,Chondrite,Stony,Ordinary,LL
3725,Otto,18047,Valid,H5,28.0,Found,1970,35.16667,-105.98333,"(35.16667, -105.98333)",H,Chondrite,Stony,Ordinary,H
3726,Ouallen,18048,Valid,H6,5174.0,Found,1936,24.16667,0.08333,"(24.16667, 0.08333)",H,Chondrite,Stony,Ordinary,H
9302,Oubari,18049,Valid,LL6,8000.0,Found,1944,26.8,13.58333,"(26.8, 13.58333)",LL,Chondrite,Stony,Ordinary,LL
8888,Oued el Hadjar,18050,Valid,LL6,1215.5,Fell,1986,30.18,-6.57717,"(30.18, -6.57717)",LL,Chondrite,Stony,Ordinary,LL
8122,Oufrane,18051,Valid,L,540.0,Found,1969,28.29583,0.025,"(28.29583, 0.025)",L,Chondrite,Stony,Ordinary,L
800,Ourique,18052,Valid,H4,20000.0,Fell,1998,37.60833,-8.28,"(37.60833, -8.28)",H,Chondrite,Stony,Ordinary,H
9626,Ouzina,18054,Valid,R4,642.0,Found,1999,30.8,-4.18333,"(30.8, -4.18333)",Rumuruti,Chondrite,Stony,Other,Rumuruti
5882,Ovambo,18055,Valid,L6,121.5,Fell,1900,-18.0,16.0,"(-18.0, 16.0)",L,Chondrite,Stony,Ordinary,L
3727,Overland Park,18056,Valid,H4,1374.0,Found,1998,38.96667,-94.66667,"(38.96667, -94.66667)",H,Chondrite,Stony,Ordinary,H
3728,Ovid,18057,Valid,H6,6169.0,Found,1939,40.96667,-102.4,"(40.96667, -102.4)",H,Chondrite,Stony,Ordinary,H
801,Oviedo,18058,Valid,H5,205.0,Fell,1856,43.4,-5.86667,"(43.4, -5.86667)",H,Chondrite,Stony,Ordinary,H
8123,Owasco,18060,Valid,L6,168400.0,Found,1984,41.2,-103.68333,"(41.2, -103.68333)",L,Chondrite,Stony,Ordinary,L
5290,Owens Valley,18061,Valid,"Iron, IIIAB",192800.0,Found,1913,37.46667,-118.0,"(37.46667, -118.0)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
88,Owrucz,18062,Valid,OC,367.0,Fell,1775,51.33333,28.83333,"(51.33333, 28.83333)",Chondrite,Chondrite,Stony,-,-
3730,Oxford,18063,Valid,H5,6000.0,Found,1985,40.16667,-99.66667,"(40.16667, -99.66667)",H,Chondrite,Stony,Ordinary,H
8124,Ozernoe,18065,Valid,L6,1830.0,Found,1983,54.9,62.8,"(54.9, 62.8)",L,Chondrite,Stony,Ordinary,L
3731,Ozona,18066,Valid,H6,127500.0,Found,1929,30.73333,-101.3,"(30.73333, -101.3)",H,Chondrite,Stony,Ordinary,H
4914,Ozren,18067,Valid,"Iron, IAB-MG",3900.0,Found,1952,44.6125,18.41806,"(44.6125, 18.41806)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
5883,Pacula,18068,Valid,L6,3400.0,Fell,1881,21.05,-99.3,"(21.05, -99.3)",L,Chondrite,Stony,Ordinary,L
471,Padvarninkai,18069,Valid,Eucrite-mmict,3858.0,Fell,1929,55.66667,25.0,"(55.66667, 25.0)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
5588,Page City,18070,Valid,"Iron, IVA",13630.0,Found,1980,39.16667,-101.28333,"(39.16667, -101.28333)",Iron IVA,Achondrite,Iron,Magmatic,Siderite
802,Paitan,18072,Valid,H6,515.0,Fell,1910,17.74333,120.45583,"(17.74333, 120.45583)",H,Chondrite,Stony,Ordinary,H
89,Palahatchie,18073,Valid,OC,367.0,Fell,1910,32.31667,-89.71667,"(32.31667, -89.71667)",Chondrite,Chondrite,Stony,-,-
5884,Palca de Aparzo,18074,Valid,L5,1430.0,Fell,1988,-23.11667,-65.1,"(-23.11667, -65.1)",L,Chondrite,Stony,Ordinary,L
9706,Palermo,18076,Valid,Unknown,367.0,Found,1966,-34.55,-58.43333,"(-34.55, -58.43333)",Unknown,-,-,-,-
5395,Palinshih,18077,Valid,Iron,18000.0,Fell,1914,43.48333,118.61667,"(43.48333, 118.61667)",Iron,Achondrite,Iron,-,-
3732,Palmersville,18078,Valid,H5,9979.0,Found,1908,36.4665,-88.60283,"(36.4665, -88.60283)",H,Chondrite,Stony,Ordinary,H
5885,Palmyra,18079,Valid,L3,135.0,Fell,1926,39.8,-91.5,"(39.8, -91.5)",L,Chondrite,Stony,Ordinary,L
558,Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482.0,Found,1954,36.5,-104.5,"(36.5, -104.5)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
5374,Paloduro,18081,Valid,"Iron, IIIE",3000.0,Found,1935,34.9,-101.21667,"(34.9, -101.21667)",Iron IIIE,Achondrite,Iron,Magmatic,Siderite
803,Palolo Valley,18082,Valid,H5,682.0,Fell,1949,21.3,-157.78333,"(21.3, -157.78333)",H,Chondrite,Stony,Ordinary,H
8126,Pampa (a),18083,Valid,L6,380.0,Found,1986,-23.2,-70.43333,"(-23.2, -70.43333)",L,Chondrite,Stony,Ordinary,L
8127,Pampa (b),18084,Valid,L4/5,10000.0,Found,1986,-23.2,-70.43333,"(-23.2, -70.43333)",L,Chondrite,Stony,Ordinary,L
8128,Pampa (c),18085,Valid,L4,25000.0,Found,1986,-23.2,-70.43333,"(-23.2, -70.43333)",L,Chondrite,Stony,Ordinary,L
8129,Pampa (d),18086,Valid,L5,12800.0,Found,1986,-23.2,-70.43333,"(-23.2, -70.43333)",L,Chondrite,Stony,Ordinary,L
8130,Pampa (e),18087,Valid,L6,10000.0,Found,1987,-23.2,-70.43333,"(-23.2, -70.43333)",L,Chondrite,Stony,Ordinary,L
8131,Pampa (f),18088,Valid,L4/5,1300.0,Found,2000,-23.18333,-70.43333,"(-23.18333, -70.43333)",L,Chondrite,Stony,Ordinary,L
8132,Pampa (g),18089,Valid,L5,2900.0,Found,2000,-23.18333,-70.43333,"(-23.18333, -70.43333)",L,Chondrite,Stony,Ordinary,L
8133,Pampa de Agua Blanca,18090,Valid,L6,10.0,Found,1916,-24.16667,-69.83333,"(-24.16667, -69.83333)",L,Chondrite,Stony,Ordinary,L
8140,Pampa del Infierno,18091,Valid,L6,896.0,Found,1895,-26.68333,-61.08333,"(-26.68333, -61.08333)",L,Chondrite,Stony,Ordinary,L
5292,Pampa Providencia,18092,Valid,"Iron, IIIAB",12400.0,Found,1994,-24.45,-69.57167,"(-24.45, -69.57167)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
5886,Pampanga,18093,Valid,L5,10500.0,Fell,1859,15.08333,120.7,"(15.08333, 120.7)",L,Chondrite,Stony,Ordinary,L
4915,Pan de Azucar,18094,Valid,"Iron, IAB complex",19500.0,Found,1887,-26.5,-69.5,"(-26.5, -69.5)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
3740,Panhandle,18096,Valid,H5,1360.0,Found,1969,35.33333,-101.38333,"(35.33333, -101.38333)",H,Chondrite,Stony,Ordinary,H
8141,Pannikin,18097,Valid,L6,13.6,Found,1965,-32.04167,126.18333,"(-32.04167, 126.18333)",L,Chondrite,Stony,Ordinary,L
804,Pantar,18098,Valid,H5,2130.0,Fell,1938,8.06667,124.28333,"(8.06667, 124.28333)",H,Chondrite,Stony,Ordinary,H
5589,Para de Minas,18099,Valid,"Iron, IVA",116300.0,Found,1934,-19.86667,-44.61667,"(-19.86667, -44.61667)",Iron IVA,Achondrite,Iron,Magmatic,Siderite
8889,Paragould,18101,Valid,LL5,408000.0,Fell,1930,36.06667,-90.5,"(36.06667, -90.5)",LL,Chondrite,Stony,Ordinary,LL
8890,Parambu,18102,Valid,LL5,2000.0,Fell,1967,-6.23333,-40.7,"(-6.23333, -40.7)",LL,Chondrite,Stony,Ordinary,LL
5887,Paranaiba,18103,Valid,L6,100000.0,Fell,1956,-19.13333,-51.66667,"(-19.13333, -51.66667)",L,Chondrite,Stony,Ordinary,L
8143,Park,18104,Valid,L6,13000.0,Found,1969,39.11,-100.36167,"(39.11, -100.36167)",L,Chondrite,Stony,Ordinary,L
5888,Park Forest,18106,Valid,L5,18000.0,Fell,2003,41.48472,-87.67917,"(41.48472, -87.67917)",L,Chondrite,Stony,Ordinary,L
5503,Parma Canyon,18107,Valid,Iron,2150.0,Found,1940,43.8,-117.0,"(43.8, -117.0)",Iron,Achondrite,Iron,-,-
8891,Parnallee,18108,Valid,LL3.6,77600.0,Fell,1857,9.23333,78.35,"(9.23333, 78.35)",LL,Chondrite,Stony,Ordinary,LL
404,Parsa,18109,Valid,EH3,800.0,Fell,1942,26.2,85.4,"(26.2, 85.4)",EH,Chondrite,Stony,Enstatite,EH-EL
472,Pasamonte,18110,Valid,Eucrite-pmict,5100.0,Fell,1933,36.21667,-103.4,"(36.21667, -103.4)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
805,Patora,18112,Valid,H6,4375.0,Fell,1969,20.93694,82.05,"(20.93694, 82.05)",H,Chondrite,Stony,Ordinary,H
5041,Patos de Minas (hexahedrite),18113,Valid,"Iron, IIAB",32000.0,Found,1925,-18.58333,-46.53333,"(-18.58333, -46.53333)",Iron IIAB,Achondrite,Iron,Magmatic,Siderite
4916,Patos de Minas (octahedrite),18114,Valid,"Iron, IAB complex",200000.0,Found,1925,-18.58333,-46.53333,"(-18.58333, -46.53333)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
3746,Patricia,18115,Valid,H5,14900.0,Found,1983,32.5,-102.03333,"(32.5, -102.03333)",H,Chondrite,Stony,Ordinary,H
5889,Patrimonio,18116,Valid,L6,2121.0,Fell,1950,-19.53333,-48.56667,"(-19.53333, -48.56667)",L,Chondrite,Stony,Ordinary,L
5396,Patti,18118,Valid,Iron,12.0,Fell,1922,38.13333,14.96667,"(38.13333, 14.96667)",Iron,Achondrite,Iron,-,-
9482,Patwar,18171,Valid,Mesosiderite-A1,37350.0,Fell,1935,23.15,91.18333,"(23.15, 91.18333)",Mesosiderite,Achondrite,Stony-Iron,Mesosiderite,-
5504,Paulding County,18172,Valid,Iron,725.0,Found,1901,34.0,-84.8,"(34.0, -84.8)",Iron,Achondrite,Iron,-,-
806,Pavel,18173,Valid,H5,2968.0,Fell,1966,43.46667,25.51667,"(43.46667, 25.51667)",H,Chondrite,Stony,Ordinary,H
9582,Pavlodar (pallasite),18174,Valid,"Pallasite, PMG-an",4500.0,Found,1885,51.16667,77.33333,"(51.16667, 77.33333)",Main Group,Achondrite,Stony-Iron,Pallasite,-
807,Pavlodar (stone),18175,Valid,H5,142.5,Fell,1938,52.3,77.03333,"(52.3, 77.03333)",H,Chondrite,Stony,Ordinary,H
5890,Pavlograd,18176,Valid,L6,40000.0,Fell,1826,48.53333,35.98333,"(48.53333, 35.98333)",L,Chondrite,Stony,Ordinary,L
4752,Pavlovka,18177,Valid,Howardite,2000.0,Fell,1882,52.03333,43.0,"(52.03333, 43.0)",Howardite,Achondrite,Stony,Asteroidal,H-E-D Vesta
8145,Payson,18178,Valid,L6,1728.0,Found,2001,34.23333,-111.4,"(34.23333, -111.4)",L,Chondrite,Stony,Ordinary,L
5891,Pê,18179,Valid,L6,367.0,Fell,1989,11.33367,-3.54217,"(11.33367, -3.54217)",L,Chondrite,Stony,Ordinary,L
5892,Peace River,18180,Valid,L6,45760.0,Fell,1963,56.13333,-117.93333,"(56.13333, -117.93333)",L,Chondrite,Stony,Ordinary,L
380,Peckelsheim,18181,Valid,Diogenite-pm,117.8,Fell,1953,51.66667,9.25,"(51.66667, 9.25)",Diogenite,Achondrite,Stony,Asteroidal,H-E-D Vesta
8146,Peck's Spring,18182,Valid,L5,1600.0,Found,1926,32.0,-102.0,"(32.0, -102.0)",L,Chondrite,Stony,Ordinary,L
808,Peekskill,18782,Valid,H6,12570.0,Fell,1992,41.28333,-73.91667,"(41.28333, -73.91667)",H,Chondrite,Stony,Ordinary,H
8147,Peetz,18783,Valid,L6,11500.0,Found,1937,40.95,-103.08333,"(40.95, -103.08333)",L,Chondrite,Stony,Ordinary,L
5505,Pei Xian,18784,Valid,Iron,400000.0,Found,1917,34.7,117.0,"(34.7, 117.0)",Iron,Achondrite,Iron,-,-
3747,Pelona Mountain,18785,Valid,H5,618.0,Found,1999,33.66667,-108.1,"(33.66667, -108.1)",H,Chondrite,Stony,Ordinary,H
30,Peña Blanca Spring,18786,Valid,Aubrite,70000.0,Fell,1946,30.125,-103.11667,"(30.125, -103.11667)",Aubrite,Achondrite,Stony,Asteroidal,-
5506,Pennyweight,18787,Valid,"Iron, ungrouped",12.7,Found,1982,-29.11667,122.08333,"(-29.11667, 122.08333)",Iron,Achondrite,Iron,-,-
3748,Penokee,18788,Valid,H5,3580.0,Found,1947,39.35,-99.91667,"(39.35, -99.91667)",H,Chondrite,Stony,Ordinary,H
4919,Penouille,18789,Valid,"Iron, IAB complex",72.54,Found,1984,48.85,-64.43333,"(48.85, -64.43333)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
133,Pep,18791,Valid,OC,591.0,Found,1966,33.73,-102.57667,"(33.73, -102.57667)",Chondrite,Chondrite,Stony,-,-
473,Peramiho,18792,Valid,Eucrite-mmict,165.0,Fell,1899,-10.66667,35.5,"(-10.66667, 35.5)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
5893,Perpeti,18793,Valid,L6,23474.0,Fell,1935,23.325,91.0,"(23.325, 91.0)",L,Chondrite,Stony,Ordinary,L
9306,Perryton,18794,Valid,LL6,2114.0,Found,1975,36.35333,-100.73167,"(36.35333, -100.73167)",LL,Chondrite,Stony,Ordinary,LL
5066,Perryville,18795,Valid,"Iron, IIC",17500.0,Found,1906,37.73333,-89.85,"(37.73333, -89.85)",Iron IIC,Achondrite,Iron,Magmatic,Siderite
4920,Persimmon Creek,18796,Valid,"Iron, IAB-sLM",5000.0,Found,1893,35.05,-84.23333,"(35.05, -84.23333)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
8892,Perth,18797,Valid,LL5,2.0,Fell,1830,56.4,-3.43333,"(56.4, -3.43333)",LL,Chondrite,Stony,Ordinary,LL
5894,Pervomaisky,18798,Valid,L6,66000.0,Fell,1933,56.63333,39.43333,"(56.63333, 39.43333)",L,Chondrite,Stony,Ordinary,L
31,Pesyanoe,18799,Valid,Aubrite,3393.0,Fell,1933,55.5,66.08333,"(55.5, 66.08333)",Aubrite,Achondrite,Stony,Asteroidal,-
809,Pétèlkolé,18800,Valid,H5,189.0,Fell,1995,14.052,0.42,"(14.052, 0.42)",H,Chondrite,Stony,Ordinary,H
474,Petersburg,18801,Valid,Eucrite-pmict,1800.0,Fell,1855,35.3,-86.63333,"(35.3, -86.63333)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
3749,Petropavlovka,18802,Valid,H4,1773.0,Found,1916,48.2,43.73333,"(48.2, 43.73333)",H,Chondrite,Stony,Ordinary,H
5507,Petropavlovsk,18803,Valid,"Iron, ungrouped",7000.0,Found,1841,53.35,87.18333,"(53.35, 87.18333)",Iron,Achondrite,Iron,-,-
9678,Pettiswood,18804,Valid,Stone-uncl,367.0,Fell,1779,53.53333,-7.33333,"(53.53333, -7.33333)",Stony,-,Stony,-,-
9307,Pevensey,18805,Valid,LL5,4300.0,Found,1868,-34.78333,144.66667,"(-34.78333, 144.66667)",LL,Chondrite,Stony,Ordinary,LL
9583,Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,1935,40.45,-102.38333,"(40.45, -102.38333)",Main Group,Achondrite,Stony-Iron,Pallasite,-
5895,Phillips County (stone),18808,Valid,L6,57900.0,Fell,1901,40.0,-99.25,"(40.0, -99.25)",L,Chondrite,Stony,Ordinary,L
810,Phu Hong,18809,Valid,H4,500.0,Fell,1887,11.25,108.58333,"(11.25, 108.58333)",H,Chondrite,Stony,Ordinary,H
9699,Phulmari,18810,Valid,Stone-uncl,4064.0,Found,1936,20.13333,75.5,"(20.13333, 75.5)",Stony,-,Stony,-,-
811,Phum Sambo,18811,Valid,H4,7800.0,Fell,1933,12.0,105.48333,"(12.0, 105.48333)",H,Chondrite,Stony,Ordinary,H
5896,Phuoc-Binh,18812,Valid,L5,11000.0,Fell,1941,15.71667,108.1,"(15.71667, 108.1)",L,Chondrite,Stony,Ordinary,L
8893,Piancaldoli,18813,Valid,LL3.4,13.1,Fell,1968,44.24417,11.50222,"(44.24417, 11.50222)",LL,Chondrite,Stony,Ordinary,LL
5293,Picacho,18814,Valid,"Iron, IIIAB",22000.0,Found,1952,33.2,-105.0,"(33.2, -105.0)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
3750,Pickens County,18815,Valid,H6,400.0,Found,1908,34.5,-84.5,"(34.5, -84.5)",H,Chondrite,Stony,Ordinary,H
9679,Picote,18816,Valid,Stone-uncl,367.0,Fell,1843,41.36667,-6.23333,"(41.36667, -6.23333)",Stony,-,Stony,-,-
5508,Piedade do Bagre,18817,Valid,"Iron, ungrouped",59000.0,Found,1922,-18.94167,-44.98333,"(-18.94167, -44.98333)",Iron,Achondrite,Iron,-,-
5294,Pierceville (iron),18819,Valid,"Iron, IIIAB",100000.0,Found,1917,37.86667,-100.66667,"(37.86667, -100.66667)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
8148,Pierceville (stone),18820,Valid,L6,2125.0,Found,1939,37.86667,-100.66667,"(37.86667, -100.66667)",L,Chondrite,Stony,Ordinary,L
3751,Pigick,18821,Valid,H5,690.0,Found,1994,-35.90667,141.855,"(-35.90667, 141.855)",H,Chondrite,Stony,Ordinary,H
421,Pillistfer,18822,Valid,EL6,23250.0,Fell,1863,58.66667,25.73333,"(58.66667, 25.73333)",EL,Chondrite,Stony,Enstatite,EH-EL
5042,Pima County,18823,Valid,"Iron, IIAB",210.0,Found,1947,32.2,-111.0,"(32.2, -111.0)",Iron IIAB,Achondrite,Iron,Magmatic,Siderite
3752,Pine Bluffs,18824,Valid,H,2700.0,Found,1935,41.18333,-104.06667,"(41.18333, -104.06667)",H,Chondrite,Stony,Ordinary,H
8149,Pine Dam,18825,Valid,L5,200.4,Found,1976,-30.41667,138.0,"(-30.41667, 138.0)",L,Chondrite,Stony,Ordinary,L
4921,Pine River,18826,Valid,"Iron, IAB-sLL",3600.0,Found,1931,44.21667,-89.1,"(44.21667, -89.1)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
9540,Pinnaroo,18827,Valid,Mesosiderite-A4,39400.0,Found,1927,-35.38333,140.91667,"(-35.38333, 140.91667)",Mesosiderite,Achondrite,Stony-Iron,Mesosiderite,-
5509,Piñon,18828,Valid,"Iron, ungrouped",17850.0,Found,1928,32.66667,-105.1,"(32.66667, -105.1)",Iron,Achondrite,Iron,-,-
8150,Pinto Mountains,18829,Valid,L6,17900.0,Found,1954,34.0,-115.78333,"(34.0, -115.78333)",L,Chondrite,Stony,Ordinary,L
3754,Pipe Creek,18830,Valid,H6,13600.0,Found,1887,29.68333,-98.91667,"(29.68333, -98.91667)",H,Chondrite,Stony,Ordinary,H
475,Piplia Kalan,18831,Valid,Eucrite-mmict,42000.0,Fell,1996,26.03472,73.94167,"(26.03472, 73.94167)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
812,Piquetberg,18832,Valid,H,37.0,Fell,1881,-32.86667,18.71667,"(-32.86667, 18.71667)",H,Chondrite,Stony,Ordinary,H
5043,Pirapora,18833,Valid,"Iron, IIAB",6175.0,Found,1888,-17.3,-45.0,"(-17.3, -45.0)",Iron IIAB,Achondrite,Iron,Magmatic,Siderite
5897,Pirgunje,18834,Valid,L6,842.0,Fell,1882,25.8,88.45,"(25.8, 88.45)",L,Chondrite,Stony,Ordinary,L
813,Pirthalla,18835,Valid,H6,1161.0,Fell,1884,29.58333,76.0,"(29.58333, 76.0)",H,Chondrite,Stony,Ordinary,H
3755,Pitino,18836,Valid,H5,1667.0,Found,2002,-27.46667,-60.58333,"(-27.46667, -60.58333)",H,Chondrite,Stony,Ordinary,H
4790,Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921,31.95,-83.51667,"(31.95, -83.51667)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
4922,Pittsburg,18838,Valid,"Iron, IAB-MG",600.0,Found,1850,40.43333,-80.0,"(40.43333, -80.0)",Iron IAB,Achondrite,Iron,Non-magmatic,Primative
3757,Plains,18839,Valid,H5,34300.0,Found,1964,33.28333,-102.76667,"(33.28333, -102.76667)",H,Chondrite,Stony,Ordinary,H
3758,Plains (d),18840,Valid,H4,280.0,Found,1991,33.26667,-102.9,"(33.26667, -102.9)",H,Chondrite,Stony,Ordinary,H
3759,Plainview (1917),18841,Valid,H5,700000.0,Found,1917,34.11667,-101.78333,"(34.11667, -101.78333)",H,Chondrite,Stony,Ordinary,H
3760,Plainview (1950),18842,Valid,H,2200.0,Found,1950,34.11667,-101.78333,"(34.11667, -101.78333)",H,Chondrite,Stony,Ordinary,H
134,Plainview (c),18843,Valid,OC,631.0,Found,1963,34.125,-101.75667,"(34.125, -101.75667)",Chondrite,Chondrite,Stony,-,-
8151,Plainview (d),18844,Valid,L6,700.0,Found,1979,34.1875,-101.70417,"(34.1875, -101.70417)",L,Chondrite,Stony,Ordinary,L
3762,Plancy-l'Abbaye,18845,Valid,H4,180.0,Found,2003,48.66667,-4.05,"(48.66667, -4.05)",H,Chondrite,Stony,Ordinary,H
814,Plantersville,18846,Valid,H6,2085.0,Fell,1930,30.7,-96.11667,"(30.7, -96.11667)",H,Chondrite,Stony,Ordinary,H
3763,Plateau du Tademait 001,18847,Valid,H4,99.0,Found,1990,28.01667,0.3,"(28.01667, 0.3)",H,Chondrite,Stony,Ordinary,H
3764,Pleasanton,18848,Valid,H5,2300.0,Found,1935,38.18333,-94.71667,"(38.18333, -94.71667)",H,Chondrite,Stony,Ordinary,H
5899,Ploschkovitz,18849,Valid,L5,39.0,Fell,1723,50.53333,14.11667,"(50.53333, 14.11667)",L,Chondrite,Stony,Ordinary,L
5295,Plymouth,18850,Valid,"Iron, IIIAB",14000.0,Found,1893,41.33333,-86.31667,"(41.33333, -86.31667)",Iron IIIAB,Achondrite,Iron,Magmatic,Siderite
